,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,48.39%,30%,51.61%,19.35%,19.35%,40%
agree,41.94%,46.67%,35.48%,32.26%,22.58%,36.67%
neutral,9.68%,10%,12.9%,25.81%,32.26%,23.33%
disagree,0%,6.67%,0%,9.68%,12.9%,0%
strongly_disagree,0%,6.67%,0%,12.9%,12.9%,0%
na,0%,0%,0%,0%,0%,0%
responses,31.,30.,31.,31.,31.,30.
