,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,41.18%,41.18%,43.28%,29.41%,35.29%,29.41%
agree,36.76%,38.24%,35.82%,26.47%,36.76%,47.06%
neutral,11.76%,8.82%,8.96%,13.24%,14.71%,17.65%
disagree,4.41%,4.41%,5.97%,16.18%,11.76%,2.94%
strongly_disagree,4.41%,7.35%,2.99%,14.71%,1.47%,2.94%
na,1.47%,0%,2.99%,0%,0%,0%
responses,68.,68.,67.,68.,68.,68.
