,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,59.04%,46.99%,53.01%,50.6%,51.22%,39.76%
agree,33.73%,34.94%,30.12%,37.35%,36.59%,24.1%
neutral,7.23%,15.66%,14.46%,10.84%,12.2%,22.89%
disagree,0%,2.41%,0%,1.2%,0%,12.05%
strongly_disagree,0%,0%,0%,0%,0%,1.2%
na,0%,0%,2.41%,0%,0%,0%
responses,83.,83.,83.,83.,82.,83.
