,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,44.19%,53.66%,36.59%,43.9%,43.9%,48.78%
agree,23.26%,31.71%,21.95%,39.02%,39.02%,46.34%
neutral,18.6%,14.63%,24.39%,14.63%,12.2%,4.88%
disagree,0%,0%,0%,0%,2.44%,0%
strongly_disagree,0%,0%,0%,2.44%,2.44%,0%
na,13.95%,0%,17.07%,0%,0%,0%
responses,43.,41.,41.,41.,41.,41.
