,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,11.11%,18.48%,12.22%,19.57%,13.04%,15.05%
agree,14.44%,22.83%,14.44%,40.22%,35.87%,20.43%
neutral,24.44%,35.87%,22.22%,18.48%,25%,37.63%
disagree,1.11%,10.87%,4.44%,14.13%,16.3%,12.9%
strongly_disagree,2.22%,11.96%,2.22%,7.61%,9.78%,13.98%
na,46.67%,0%,44.44%,0%,0%,0%
responses,90.,92.,90.,92.,92.,93.
