,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,46.94%,45.83%,54%,46%,46%,38%
agree,44.9%,35.42%,34%,44%,34%,34%
neutral,6.12%,8.33%,10%,8%,12%,16%
disagree,0%,4.17%,0%,0%,6%,4%
strongly_disagree,0%,4.17%,0%,0%,0%,6%
na,2.04%,2.08%,2%,2%,2%,2%
responses,49.,48.,50.,50.,50.,50.
