,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,29.27%,41.46%,26.83%,21.95%,31.71%,29.27%
agree,53.66%,43.9%,48.78%,58.54%,48.78%,56.1%
neutral,14.63%,14.63%,19.51%,14.63%,12.2%,7.32%
disagree,2.44%,0%,2.44%,0%,2.44%,7.32%
strongly_disagree,0%,0%,0%,4.88%,4.88%,0%
na,0%,0%,2.44%,0%,0%,0%
responses,41.,41.,41.,41.,41.,41.
