,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,50.67%,49.33%,49.33%,46.67%,47.3%,53.33%
agree,29.33%,32%,29.33%,32%,31.08%,32%
neutral,17.33%,14.67%,17.33%,20%,14.86%,12%
disagree,0%,1.33%,2.67%,0%,2.7%,0%
strongly_disagree,2.67%,2.67%,1.33%,1.33%,4.05%,2.67%
na,0%,0%,0%,0%,0%,0%
responses,75.,75.,75.,75.,74.,75.
