,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,68.42%,60%,60%,70%,45%,52.63%
agree,15.79%,20%,25%,20%,20%,36.84%
neutral,5.26%,10%,10%,5%,15%,5.26%
disagree,0%,5%,0%,0%,10%,0%
strongly_disagree,5.26%,0%,0%,0%,5%,0%
na,5.26%,5%,5%,5%,5%,5.26%
responses,19.,20.,20.,20.,20.,19.
