,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,65.41%,57.14%,38.35%,53.79%,54.89%,45.86%
agree,20.3%,24.06%,26.32%,27.27%,28.57%,23.31%
neutral,11.28%,12.78%,24.81%,15.15%,12.03%,21.05%
disagree,2.26%,3.76%,6.77%,1.52%,3.01%,6.02%
strongly_disagree,0.75%,1.5%,1.5%,2.27%,1.5%,3.76%
na,0%,0.75%,2.26%,0%,0%,0%
responses,133.,133.,133.,132.,133.,133.
