,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,90%,80%,77.78%,70%,70%,70%
agree,10%,20%,22.22%,10%,0%,10%
neutral,0%,0%,0%,10%,30%,20%
disagree,0%,0%,0%,10%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,10.,10.,9.,10.,10.,10.
