,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,71.43%,78.57%,78.57%,50%,42.86%,57.14%
agree,28.57%,21.43%,21.43%,35.71%,50%,42.86%
neutral,0%,0%,0%,7.14%,7.14%,0%
disagree,0%,0%,0%,7.14%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,14.,14.,14.,14.,14.,14.
