,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,33.17%,28.5%,31.19%,35.32%,43.56%,22.28%
agree,33.66%,27%,30.69%,40.3%,41.58%,14.36%
neutral,25.25%,27.5%,28.22%,18.41%,12.87%,32.18%
disagree,4.95%,10.5%,3.47%,3.48%,0.99%,15.84%
strongly_disagree,2.48%,6.5%,0.99%,2.49%,0.99%,15.35%
na,0.5%,0%,5.45%,0%,0%,0%
responses,202.,200.,202.,201.,202.,202.
