,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,62.5%,50%,62.5%,57.14%,62.5%,50%
agree,25%,25%,25%,14.29%,25%,12.5%
neutral,0%,25%,12.5%,28.57%,12.5%,25%
disagree,0%,0%,0%,0%,0%,12.5%
strongly_disagree,12.5%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,8.,8.,8.,7.,8.,8.
