,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,65.38%,51.28%,67.53%,76.92%,58.44%,47.44%
agree,32.05%,25.64%,23.38%,17.95%,24.68%,29.49%
neutral,2.56%,10.26%,6.49%,3.85%,9.09%,14.1%
disagree,0%,10.26%,1.3%,1.28%,6.49%,7.69%
strongly_disagree,0%,2.56%,0%,0%,1.3%,1.28%
na,0%,0%,1.3%,0%,0%,0%
responses,78.,78.,77.,78.,77.,78.
