,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,40%,27.27%,45.45%,45.45%,46.3%,20%
agree,47.27%,40%,34.55%,32.73%,31.48%,30.91%
neutral,7.27%,21.82%,14.55%,14.55%,14.81%,27.27%
disagree,1.82%,1.82%,1.82%,7.27%,3.7%,5.45%
strongly_disagree,3.64%,9.09%,0%,0%,1.85%,16.36%
na,0%,0%,3.64%,0%,1.85%,0%
responses,55.,55.,55.,55.,54.,55.
