,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,60%,64.29%,35.71%,46.67%,57.14%,60%
agree,33.33%,28.57%,21.43%,33.33%,42.86%,40%
neutral,0%,0%,14.29%,6.67%,0%,0%
disagree,0%,7.14%,0%,0%,0%,0%
strongly_disagree,6.67%,0%,7.14%,0%,0%,0%
na,0%,0%,21.43%,13.33%,0%,0%
responses,15.,14.,14.,15.,14.,15.
