,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,60%,60%,44%,54.17%,52%,60%
agree,32%,28%,36%,45.83%,32%,32%
neutral,4%,8%,12%,0%,4%,4%
disagree,4%,4%,0%,0%,12%,0%
strongly_disagree,0%,0%,8%,0%,0%,4%
na,0%,0%,0%,0%,0%,0%
responses,25.,25.,25.,24.,25.,25.
