,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,20%,13.33%,20%,13.33%,13.33%,13.33%
agree,40%,33.33%,53.33%,53.33%,40%,20%
neutral,6.67%,13.33%,20%,26.67%,20%,13.33%
disagree,26.67%,26.67%,6.67%,6.67%,13.33%,33.33%
strongly_disagree,6.67%,13.33%,0%,0%,13.33%,20%
na,0%,0%,0%,0%,0%,0%
responses,15.,15.,15.,15.,15.,15.
