,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,61.54%,53.85%,69.23%,53.85%,61.54%,30.77%
agree,30.77%,38.46%,15.38%,30.77%,30.77%,46.15%
neutral,7.69%,0%,7.69%,7.69%,7.69%,7.69%
disagree,0%,7.69%,7.69%,0%,0%,15.38%
strongly_disagree,0%,0%,0%,7.69%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,13.,13.,13.,13.,13.,13.
