,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,12.12%,21.21%,33.33%,12.12%,12.12%,15.15%
agree,30.3%,45.45%,54.55%,27.27%,33.33%,36.36%
neutral,21.21%,15.15%,12.12%,27.27%,30.3%,39.39%
disagree,18.18%,15.15%,0%,30.3%,15.15%,6.06%
strongly_disagree,18.18%,3.03%,0%,3.03%,9.09%,3.03%
na,0%,0%,0%,0%,0%,0%
responses,33.,33.,33.,33.,33.,33.
