,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,12.2%,60.78%,9.76%,55.77%,46.15%,48.08%
agree,2.44%,35.29%,4.88%,34.62%,42.31%,46.15%
neutral,0%,1.96%,0%,5.77%,11.54%,3.85%
disagree,0%,0%,0%,3.85%,0%,1.92%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,85.37%,1.96%,85.37%,0%,0%,0%
responses,41.,51.,41.,52.,52.,52.
