,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,73.91%,69.57%,65.22%,65.22%,73.91%,65.22%
agree,26.09%,26.09%,17.39%,26.09%,13.04%,26.09%
neutral,0%,4.35%,13.04%,8.7%,8.7%,8.7%
disagree,0%,0%,4.35%,0%,4.35%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,23.,23.,23.,23.,23.,23.
