,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,50%,58.33%,50%,50%,36.36%,25%
agree,33.33%,8.33%,33.33%,33.33%,27.27%,33.33%
neutral,0%,25%,8.33%,8.33%,0%,33.33%
disagree,16.67%,8.33%,0%,0%,27.27%,8.33%
strongly_disagree,0%,0%,8.33%,8.33%,9.09%,0%
na,0%,0%,0%,0%,0%,0%
responses,12.,12.,12.,12.,11.,12.
