,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,37.5%,34.45%,29.17%,38.33%,40.34%,27.5%
agree,46.67%,39.5%,46.67%,48.33%,44.54%,39.17%
neutral,13.33%,18.49%,18.33%,10.83%,12.61%,25%
disagree,1.67%,5.88%,4.17%,2.5%,1.68%,7.5%
strongly_disagree,0.83%,1.68%,0%,0%,0.84%,0.83%
na,0%,0%,1.67%,0%,0%,0%
responses,120.,119.,120.,120.,119.,120.
