,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,52.11%,48.57%,59.15%,47.89%,48.57%,47.14%
agree,38.03%,40%,28.17%,36.62%,38.57%,37.14%
neutral,8.45%,8.57%,12.68%,12.68%,11.43%,11.43%
disagree,1.41%,2.86%,0%,2.82%,1.43%,4.29%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,71.,70.,71.,71.,70.,70.
