,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,48%,44%,48%,52%,40%,20%
agree,40%,36%,36%,44%,44%,12%
neutral,12%,16%,16%,0%,8%,40%
disagree,0%,4%,0%,4%,8%,20%
strongly_disagree,0%,0%,0%,0%,0%,8%
na,0%,0%,0%,0%,0%,0%
responses,25.,25.,25.,25.,25.,25.
