,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,15.38%,46.15%,14.29%,64.29%,42.86%,50%
agree,7.69%,30.77%,14.29%,35.71%,42.86%,42.86%
neutral,30.77%,15.38%,21.43%,0%,14.29%,7.14%
disagree,0%,7.69%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,46.15%,0%,50%,0%,0%,0%
responses,13.,13.,14.,14.,14.,14.
