,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,66.67%,53.33%,64.29%,33.33%,46.67%,21.43%
agree,26.67%,26.67%,28.57%,33.33%,46.67%,50%
neutral,6.67%,20%,7.14%,26.67%,6.67%,28.57%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,6.67%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,15.,15.,14.,15.,15.,14.
