,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,66.67%,40%,86.67%,40%,66.67%,46.67%
agree,26.67%,26.67%,6.67%,46.67%,26.67%,20%
neutral,6.67%,33.33%,6.67%,13.33%,6.67%,33.33%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,15.,15.,15.,15.,15.,15.
