,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,68.04%,67.01%,58.76%,68.42%,70.83%,65.62%
agree,22.68%,25.77%,24.74%,25.26%,25%,20.83%
neutral,5.15%,3.09%,11.34%,4.21%,4.17%,9.38%
disagree,1.03%,4.12%,0%,2.11%,0%,2.08%
strongly_disagree,0%,0%,0%,0%,0%,2.08%
na,3.09%,0%,5.15%,0%,0%,0%
responses,97.,97.,97.,95.,96.,96.
