,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,14.29%,15.47%,13.6%,13.13%,19.48%,15.27%
agree,20.63%,24.23%,22.72%,28.14%,32.9%,20.17%
neutral,32.76%,25.55%,34.3%,17.89%,20.78%,21.61%
disagree,9.38%,12.7%,8.25%,19.77%,13.28%,14.27%
strongly_disagree,14.14%,19.56%,10.42%,19.34%,12.12%,26.66%
na,8.8%,2.48%,10.71%,1.73%,1.44%,2.02%
responses,693.,685.,691.,693.,693.,694.
