,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,36.84%,52.63%,68.42%,26.32%,42.11%,44.44%
agree,42.11%,36.84%,26.32%,47.37%,36.84%,27.78%
neutral,21.05%,5.26%,5.26%,26.32%,21.05%,22.22%
disagree,0%,5.26%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,5.56%
na,0%,0%,0%,0%,0%,0%
responses,19.,19.,19.,19.,19.,18.
