,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,73.33%,53.33%,54.67%,69.33%,65.33%,42.67%
agree,22.67%,30.67%,26.67%,22.67%,28%,28%
neutral,2.67%,12%,9.33%,5.33%,2.67%,24%
disagree,0%,2.67%,1.33%,0%,1.33%,4%
strongly_disagree,0%,0%,0%,1.33%,1.33%,0%
na,1.33%,1.33%,8%,1.33%,1.33%,1.33%
responses,75.,75.,75.,75.,75.,75.
