,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,63.33%,46.67%,56.67%,40%,43.33%,30%
agree,26.67%,36.67%,23.33%,43.33%,33.33%,50%
neutral,10%,13.33%,20%,13.33%,16.67%,13.33%
disagree,0%,0%,0%,0%,0%,6.67%
strongly_disagree,0%,3.33%,0%,3.33%,6.67%,0%
na,0%,0%,0%,0%,0%,0%
responses,30.,30.,30.,30.,30.,30.
