,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,59.09%,57.14%,50%,47.62%,36.36%,50%
agree,27.27%,33.33%,36.36%,38.1%,31.82%,36.36%
neutral,9.09%,4.76%,9.09%,9.52%,13.64%,9.09%
disagree,0%,0%,0%,0%,13.64%,0%
strongly_disagree,4.55%,4.76%,4.55%,4.76%,4.55%,4.55%
na,0%,0%,0%,0%,0%,0%
responses,22.,21.,22.,21.,22.,22.
