,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,50%,30.77%,57.14%,30.77%,42.86%,42.86%
agree,42.86%,61.54%,35.71%,46.15%,35.71%,35.71%
neutral,7.14%,0%,7.14%,7.69%,7.14%,14.29%
disagree,0%,7.69%,0%,15.38%,14.29%,7.14%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,14.,13.,14.,13.,14.,14.
