,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,15.38%,15.38%,41.67%,30.77%,30.77%,38.46%
agree,61.54%,53.85%,41.67%,53.85%,38.46%,46.15%
neutral,7.69%,15.38%,16.67%,0%,15.38%,7.69%
disagree,0%,0%,0%,7.69%,15.38%,7.69%
strongly_disagree,15.38%,15.38%,0%,7.69%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,13.,13.,12.,13.,13.,13.
