,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,84.62%,61.54%,76.92%,76.92%,61.54%,61.54%
agree,7.69%,23.08%,15.38%,23.08%,15.38%,23.08%
neutral,7.69%,7.69%,7.69%,0%,15.38%,7.69%
disagree,0%,7.69%,0%,0%,0%,7.69%
strongly_disagree,0%,0%,0%,0%,7.69%,0%
na,0%,0%,0%,0%,0%,0%
responses,13.,13.,13.,13.,13.,13.
