,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,33.64%,22.43%,29.52%,21.7%,22.43%,20.56%
agree,42.06%,46.73%,40%,30.19%,37.38%,41.12%
neutral,12.15%,19.63%,20%,21.7%,18.69%,26.17%
disagree,9.35%,8.41%,0.95%,17.92%,14.02%,9.35%
strongly_disagree,2.8%,2.8%,0.95%,8.49%,7.48%,2.8%
na,0%,0%,8.57%,0%,0%,0%
responses,107.,107.,105.,106.,107.,107.
