,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,36.36%,27.27%,33.33%,36.36%,36.36%,30.3%
agree,45.45%,42.42%,42.42%,45.45%,45.45%,33.33%
neutral,12.12%,15.15%,21.21%,15.15%,15.15%,18.18%
disagree,6.06%,12.12%,3.03%,3.03%,3.03%,15.15%
strongly_disagree,0%,3.03%,0%,0%,0%,3.03%
na,0%,0%,0%,0%,0%,0%
responses,33.,33.,33.,33.,33.,33.
