,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,7.41%,3.7%,0%,0%,0%,25.93%
agree,7.41%,22.22%,29.63%,33.33%,7.41%,40.74%
neutral,14.81%,33.33%,25.93%,25.93%,18.52%,14.81%
disagree,22.22%,7.41%,22.22%,14.81%,18.52%,3.7%
strongly_disagree,48.15%,33.33%,18.52%,25.93%,55.56%,14.81%
na,0%,0%,3.7%,0%,0%,0%
responses,27.,27.,27.,27.,27.,27.
