,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,38.71%,30%,45.16%,41.94%,41.94%,48.39%
agree,41.94%,50%,38.71%,48.39%,35.48%,32.26%
neutral,9.68%,13.33%,12.9%,6.45%,16.13%,9.68%
disagree,6.45%,3.33%,0%,0%,3.23%,9.68%
strongly_disagree,3.23%,3.33%,3.23%,3.23%,3.23%,0%
na,0%,0%,0%,0%,0%,0%
responses,31.,30.,31.,31.,31.,31.
