,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,66%,44.9%,80%,66%,62%,42%
agree,22%,40.82%,12%,30%,32%,36%
neutral,10%,6.12%,0%,0%,2%,14%
disagree,0%,6.12%,0%,2%,2%,6%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,2%,2.04%,8%,2%,2%,2%
responses,50.,49.,50.,50.,50.,50.
