,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,35%,30%,60%,20%,25%,35%
agree,35%,45%,30%,40%,50%,35%
neutral,20%,15%,5%,10%,15%,15%
disagree,10%,10%,5%,10%,10%,15%
strongly_disagree,0%,0%,0%,20%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,20.,20.,20.,20.,20.,20.
