,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,7.69%,15.38%,23.08%,15.38%,7.69%,15.38%
agree,23.08%,30.77%,46.15%,15.38%,15.38%,46.15%
neutral,38.46%,23.08%,23.08%,46.15%,15.38%,30.77%
disagree,23.08%,23.08%,7.69%,15.38%,23.08%,7.69%
strongly_disagree,7.69%,7.69%,0%,7.69%,38.46%,0%
na,0%,0%,0%,0%,0%,0%
responses,13.,13.,13.,13.,13.,13.
