,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,70%,70%,70%,50%,60%,50%
agree,20%,20%,20%,40%,30%,30%
neutral,10%,10%,10%,10%,10%,20%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,10.,10.,10.,10.,10.,10.
