,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,45%,55%,55%,45%,50%,40%
agree,40%,30%,35%,40%,30%,45%
neutral,15%,10%,5%,10%,10%,15%
disagree,0%,5%,0%,5%,5%,0%
strongly_disagree,0%,0%,0%,0%,5%,0%
na,0%,0%,5%,0%,0%,0%
responses,20.,20.,20.,20.,20.,20.
