,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,55%,33.33%,47.46%,51.67%,56.67%,25.42%
agree,36.67%,35%,37.29%,35%,33.33%,25.42%
neutral,6.67%,28.33%,8.47%,11.67%,8.33%,27.12%
disagree,0%,0%,0%,0%,0%,15.25%
strongly_disagree,1.67%,3.33%,1.69%,1.67%,1.67%,6.78%
na,0%,0%,5.08%,0%,0%,0%
responses,60.,60.,59.,60.,60.,59.
