,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,37.5%,27.66%,41.67%,43.75%,36.17%,35.42%
agree,41.67%,29.79%,35.42%,37.5%,42.55%,25%
neutral,12.5%,25.53%,22.92%,14.58%,10.64%,22.92%
disagree,4.17%,8.51%,0%,4.17%,8.51%,8.33%
strongly_disagree,4.17%,8.51%,0%,0%,2.13%,8.33%
na,0%,0%,0%,0%,0%,0%
responses,48.,47.,48.,48.,47.,48.
