,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,0%,20%,0%,0%,0%,20%
agree,40%,40%,80%,60%,60%,20%
neutral,40%,20%,20%,20%,40%,40%
disagree,20%,0%,0%,20%,0%,0%
strongly_disagree,0%,20%,0%,0%,0%,20%
na,0%,0%,0%,0%,0%,0%
responses,5.,5.,5.,5.,5.,5.
