,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,25%,30%,25%,26.32%,25%,40%
agree,50%,40%,30%,31.58%,35%,40%
neutral,5%,20%,15%,10.53%,10%,20%
disagree,5%,0%,10%,21.05%,15%,0%
strongly_disagree,15%,10%,20%,10.53%,15%,0%
na,0%,0%,0%,0%,0%,0%
responses,20.,20.,20.,19.,20.,20.
