,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,62.5%,63.01%,58.33%,60.27%,65.75%,57.53%
agree,26.39%,27.4%,27.78%,31.51%,26.03%,26.03%
neutral,9.72%,8.22%,8.33%,8.22%,6.85%,13.7%
disagree,0%,1.37%,2.78%,0%,0%,2.74%
strongly_disagree,1.39%,0%,1.39%,0%,1.37%,0%
na,0%,0%,1.39%,0%,0%,0%
responses,72.,73.,72.,73.,73.,73.
