,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,63.2%,64%,56%,64%,61.6%,64.52%
agree,28.8%,28%,36%,30.4%,30.4%,27.42%
neutral,5.6%,4%,6.4%,4.8%,4.8%,7.26%
disagree,0.8%,2.4%,0.8%,0.8%,2.4%,0.81%
strongly_disagree,1.6%,0.8%,0%,0%,0.8%,0%
na,0%,0.8%,0.8%,0%,0%,0%
responses,125.,125.,125.,125.,125.,124.
