,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,33.33%,33.33%,66.67%,25%,33.33%,41.67%
agree,33.33%,33.33%,33.33%,16.67%,25%,41.67%
neutral,8.33%,8.33%,0%,33.33%,25%,8.33%
disagree,16.67%,16.67%,0%,25%,8.33%,8.33%
strongly_disagree,8.33%,8.33%,0%,0%,8.33%,0%
na,0%,0%,0%,0%,0%,0%
responses,12.,12.,12.,12.,12.,12.
