,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,51.43%,55.56%,42.86%,44.44%,44.44%,57.14%
agree,28.57%,25%,40%,36.11%,36.11%,31.43%
neutral,14.29%,16.67%,8.57%,16.67%,13.89%,8.57%
disagree,0%,0%,0%,0%,2.78%,2.86%
strongly_disagree,0%,2.78%,0%,2.78%,2.78%,0%
na,5.71%,0%,8.57%,0%,0%,0%
responses,35.,36.,35.,36.,36.,35.
