,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,67.57%,51.35%,52.63%,56.41%,43.59%,53.85%
agree,24.32%,37.84%,31.58%,41.03%,48.72%,41.03%
neutral,2.7%,5.41%,5.26%,2.56%,2.56%,5.13%
disagree,0%,0%,2.63%,0%,5.13%,0%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,5.41%,5.41%,7.89%,0%,0%,0%
responses,37.,37.,38.,39.,39.,39.
