,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,88.89%,70%,90%,60%,70%,77.78%
agree,0%,20%,0%,30%,20%,11.11%
neutral,0%,0%,10%,10%,10%,0%
disagree,11.11%,0%,0%,0%,0%,11.11%
strongly_disagree,0%,10%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,9.,10.,10.,10.,10.,9.
