,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,33.33%,33.33%,40%,33.9%,33.33%,30%
agree,40%,41.67%,40%,50.85%,45%,45%
neutral,18.33%,15%,13.33%,13.56%,16.67%,18.33%
disagree,5%,8.33%,1.67%,1.69%,3.33%,5%
strongly_disagree,3.33%,1.67%,1.67%,0%,1.67%,1.67%
na,0%,0%,3.33%,0%,0%,0%
responses,60.,60.,60.,59.,60.,60.
