,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,75%,85.71%,68.75%,75%,81.25%,81.25%
agree,6.25%,0%,6.25%,12.5%,6.25%,6.25%
neutral,12.5%,7.14%,18.75%,6.25%,6.25%,6.25%
disagree,0%,0%,0%,0%,0%,0%
strongly_disagree,6.25%,7.14%,6.25%,6.25%,6.25%,6.25%
na,0%,0%,0%,0%,0%,0%
responses,16.,14.,16.,16.,16.,16.
