,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,54.88%,41.46%,41.98%,47.56%,58.54%,40.24%
agree,34.15%,37.8%,41.98%,40.24%,30.49%,25.61%
neutral,8.54%,13.41%,11.11%,7.32%,9.76%,23.17%
disagree,1.22%,3.66%,0%,3.66%,0%,6.1%
strongly_disagree,0%,2.44%,0%,0%,0%,3.66%
na,1.22%,1.22%,4.94%,1.22%,1.22%,1.22%
responses,82.,82.,81.,82.,82.,82.
