,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,68.18%,69.23%,66.67%,67.69%,66.15%,67.69%
agree,24.24%,23.08%,27.27%,23.08%,24.62%,24.62%
neutral,7.58%,7.69%,6.06%,7.69%,7.69%,4.62%
disagree,0%,0%,0%,1.54%,1.54%,3.08%
strongly_disagree,0%,0%,0%,0%,0%,0%
na,0%,0%,0%,0%,0%,0%
responses,66.,65.,66.,65.,65.,65.
