,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,43.33%,40.83%,42.02%,45.38%,43.33%,40.83%
agree,31.67%,30%,35.29%,36.97%,30%,30%
neutral,18.33%,20.83%,17.65%,12.61%,20%,17.5%
disagree,3.33%,4.17%,1.68%,1.68%,3.33%,6.67%
strongly_disagree,3.33%,4.17%,2.52%,2.52%,2.5%,4.17%
na,0%,0%,0.84%,0.84%,0.83%,0.83%
responses,120.,120.,119.,119.,120.,120.
