,effective_prof,worthwhile_course,help_available,workload,course_organization,course_interest
strongly_agree,47.62%,50%,52.38%,38.1%,47.62%,42.86%
agree,33.33%,30%,19.05%,42.86%,28.57%,23.81%
neutral,14.29%,15%,23.81%,14.29%,23.81%,33.33%
disagree,0%,5%,0%,0%,0%,0%
strongly_disagree,4.76%,0%,0%,4.76%,0%,0%
na,0%,0%,4.76%,0%,0%,0%
responses,21.,20.,21.,21.,21.,21.
